ID,LAT,LON,panoId,LAG,HAG,LOWELEV_ST,FFE_ft,DEM_ft,camera_height_m,image_date,elevation_wgs84_m,elevation_egm96_m,pano_lat,pano_lng
2237,36.930823,-76.199751,3vm0RQo1DN8Igb0Ea8tx7A,4.7,4.9,4.8,9.2,4.50467,2.407960653,2019-04,-36.170558,2.431042,36.930834,-76.199978
2238,36.930922,-76.199717,6hn2wyIXkb4Rf0Hl7nLdRQ,4.9,5.3,4.9,9.3,4.64456,2.470885515,2019-04,-36.129478,2.47202,36.931008,-76.199922
2240,36.931071,-76.197953,v6HEBLeGfxKUaCIy5UOAww,7.2,7.7,7.3,10.7,6.75179,2.408709764,2019-04,-35.53464,3.071759,36.931274,-76.197899
2242,36.922682,-76.259568,l8iq1YoIqpqSJMN-OYfnWw,11,11,11,12,10.0685,2.911790848,2015-07,-33.621741,4.835562,36.922819,-76.259401
2243,36.930784,-76.204319,5YU2SG2n4HNkGJzuotapWQ,6.6,8.6,7.5,11.1,8.29999,2.40896821,2019-04,-35.06213,3.52813,36.930923,-76.204269
2245,36.881426,-76.311847,O-YiW-T05qdMESEjZTYDRw,6,7.4,6.3,8.7,5.78909,2.40913868,2019-05,-35.239277,3.135952,36.881652,-76.311907
2246,36.919795,-76.193515,d9cpdhW4NQzFeMeGJ4sZFA,6.3,6.5,6.5,9.1,6.39592,2.837584496,2016-02,-35.195208,3.43973,36.91969,-76.193554
2247,36.914201,-76.292941,BVAzEe4GNCKPIHUt2p5dQQ,7.925684,8.325684,,11.325684,6.55031,2.408862829,2019-05,-35.227378,3.154054,36.91421,-76.292755
2256,36.885298,-76.270841,chrG6vy8uwGGzPqhdFGA6g,8.705998,9.005998,,12.005998,5.33966,2.91637516,2015-07,-33.092164,5.387515,36.885411,-76.271094
2259,36.83657,-76.212763,aW8poUxrhv5vlYime0fdFg,6.9,7.7,6.9,10.6,7.1364,2.915848494,2015-07,-32.952623,5.755552,36.836758,-76.212745
2260,36.876548,-76.240656,Ygc__t1jd24E-5GRYxQQ6w,4.5,5.2,4.9,10.06,5.07779,2.911446095,2015-07,-35.05598,3.5178,36.876433,-76.240867
2262,36.894719,-76.277466,QItyk3d6gfrIfenrriGN6g,6.34,6.95,,9.31,4.71284,2.906175137,2015-07,-34.204973,4.244932,36.894532,-76.277419
2263,36.884981,-76.284957,7yNURsHtmY6YoNCBNwDyEw,5,7.6,5,8.6,7.67583,2.450942039,2019-05,-35.039137,3.403795,36.885187,-76.284936
2264,36.84936,-76.224448,U-Mxbwr6_TBM-tqEHmMioA,6.376469,7.776469,,10.076469,5.16493,2.933524132,2015-07,-33.656825,5.001546,36.849296,-76.224221
2265,36.849617,-76.223784,N1mWyHSJ_n3izbHAiWYYOQ,7.473188,7.873188,,10.973188,5.75256,2.92460084,2015-07,-33.633667,5.024887,36.849737,-76.223937
2271,36.889048,-76.296914,lUtISeRsvGY0IT1pTFz13Q,3.3,3.6,3.3,14.3,1.85133,2.408874273,2019-05,-36.599491,1.805466,36.889273,-76.296975
2272,36.88905,-76.29716,zDcF9q3TvrelaBrOvlKqhQ,4.1,4.2,4,10.3,1.39475,2.408643246,2019-05,-36.739602,1.664863,36.889273,-76.297126
2276,36.894054,-76.275943,XDeY870LpaosUC4VdbZD-w,5.632246,6.832246,,7.432246,5.92905,2.910984039,2015-07,-33.790262,4.663977,36.893936,-76.276094
2282,36.843345,-76.220289,mOu7mJXHgTDz2zkqrWAEZg,7.973188,10.673188,,14.173188,7.9797,2.918357611,2015-07,-32.660766,6.016884,36.843579,-76.22015
2285,36.879623,-76.263597,PVlTuw9w7kHmbxcAKlsCDA,6.9,7.1,5.3,9.2,7.48666,2.90606761,2015-07,-34.752507,3.755733,36.87974,-76.263482
2286,36.884982,-76.268971,oxyumHlxUIWg6XGeJG1KjA,8.305998,8.605998,,12.005998,5.08482,2.907251358,2015-07,-34.610336,3.876125,36.884735,-76.268944
2287,36.885318,-76.268414,B1v27xR3jsHpEKNRbt0UVw,8.605998,,,11.905998,5.5952,2.909034491,2015-07,-34.639597,3.847322,36.885539,-76.268354
2289,36.885346,-76.268722,yf_WQikSrUpKdsUvjy8IKQ,7.805998,8.705998,,12.105998,5.29005,2.906952143,2015-07,-33.594448,4.891362,36.885569,-76.268717
2290,36.842775,-76.256497,BLTS8f743jyBr5MuNrerdg,7.8,9.8,,12.6,8.66319,2.911726952,2018-06,-34.202093,4.378493,36.842599,-76.256537
2292,36.842905,-76.257005,Q5ohLGjrOT3HIPLjSMtwMg,7.656783,9.256783,,11.656783,8.66391,2.879877806,2018-06,-34.153585,4.42528,36.84269,-76.257104
2293,36.84296,-76.257422,cYK1ySxH4HZ2oPJcByFRCg,7.356783,8.456783,,12.356783,8.49767,2.922189713,2018-06,-34.211615,4.36625,36.842747,-76.257436
2294,36.881193,-76.265099,03dVuXC2Nije2_4QLbBNig,6.9,7.2,7,9.53,4.87144,2.908796549,2015-07,-33.241157,5.260682,36.881026,-76.265194
2302,36.886671,-76.266087,XMefB0Tzwmga-IG1E-erEQ,8.605998,9.105998,,9.505998,7.41006,2.904103279,2015-07,-34.46977,4.022254,36.886575,-76.265858
2303,36.886441,-76.266265,UOpeKLh25CU5AzmJxijw4A,10.005998,,,13.405998,7.01782,2.955110788,2015-07,-34.573003,3.918971,36.886377,-76.266005
2304,36.833523,-76.280119,_0jo-DSiL6eokxAp9wifjw,7.266626,8.166626,,11.266626,5.17168,2.917863607,2015-07,-35.198138,3.330468,36.833388,-76.280202
2305,36.881944,-76.271687,f1tqsbk8b-7fh3fYlEl5Ng,8.505998,9.005998,,11.805998,7.52893,2.930463314,2015-07,-33.265174,5.217576,36.882149,-76.271691
2308,36.882188,-76.27128,jp85NeCDz5omSG4V3mQBzw,7.402717,9.002717,,11.842717,7.80599,2.916495085,2015-07,-33.352204,5.131293,36.882089,-76.271456
2310,36.849278,-76.225083,7ZZ6gm3qHZQlUKuBHszRjw,5.363345,5.863345,,9.763345,5.22623,2.925587177,2015-07,-35.839376,2.816051,36.849491,-76.225248
2312,36.876782,-76.283104,lTXvqJYwr5QBTJhhAywKQg,8.1,9.3,8.1,11.9,7.69531,2.916090488,2015-07,-34.34647,4.113708,36.876838,-76.282861
2313,36.87407,-76.274771,ncmFkzdvOpobO7w0XiwbHQ,6.5,7.7,6.5,10.4,6.00547,2.409363747,2019-03,-34.54715,3.938988,36.87423,-76.274544
2315,36.87671,-76.240747,MChbm607MedghcwFLHlZtQ,5.7,6.4,5.9,10.36,5.43596,2.91938448,2015-07,-34.943005,3.630214,36.876603,-76.240992
2318,36.884429,-76.268262,VpRHZe4iQwfmGWdWg59t2Q,7.105998,7.405998,,10.105998,5.37891,2.917212963,2015-07,-34.790341,3.697902,36.884736,-76.268253
2321,36.889584,-76.288362,tCSBWO0R4gFda_arTHjGyA,6.928965,7.228965,,10.928965,6.00835,2.918931484,2015-07,-34.56833,3.85966,36.889412,-76.288255
2327,36.832607,-76.279762,wHc7usnhiiPjkkHBC_4HQA,6.466626,6.666626,,9.546626,4.07193,2.921275616,2015-07,-35.513275,3.018444,36.832552,-76.279528
2331,36.834458,-76.283542,z8R1K4bHwimeqWDHvmnPcw,6.469907,7.569907,,10.869907,5.83758,2.409273624,2019-05,-35.455902,3.062596,36.834368,-76.283387
2332,36.889724,-76.288027,_g4ud1npgXX1CNLCkrPW2w,7.032246,7.832246,,11.832246,6.46148,2.846333981,2015-07,-34.408585,4.020138,36.889532,-76.287942
2333,36.832476,-76.279815,hKaYQuPuC1quR6lMupTigg,6.266626,6.766626,,9.666626,4.56229,2.918246508,2015-07,-35.385548,3.146198,36.832411,-76.279587
2335,36.832788,-76.279666,J8Q4qjFM4f-2FfkI4ui4wA,5.666626,6.066626,,8.966626,3.43764,2.917328596,2015-07,-35.721186,2.81051,36.832756,-76.279437
2336,36.83309,-76.279818,XNSNE9HHrDSCKY_UaV2Qbw,6.366626,6.766626,,9.966626,4.62903,2.917212009,2015-07,-35.338722,3.191422,36.833251,-76.279715
2337,36.884333,-76.285715,S0XPT3ccL0KTm1DbCIDJZA,6.225684,,,10.445684,7.36728,2.901989698,2015-07,-34.240738,4.201313,36.884525,-76.2856
2338,36.878257,-76.261184,1zIlIrpdEJOCp1Yt9o3S-g,8.696155,9.296155,,12.866155,6.99022,2.409731865,2019-03,-35.079745,3.436181,36.878335,-76.26141
2339,36.878547,-76.260159,rjtGqec7ggkc0GYfTKTLXw,8.396155,8.396155,,10.996155,6.00889,2.409198284,2019-03,-35.052801,3.465415,36.878625,-76.260395
2340,36.878418,-76.26021,N0eXWrZMvU9Zu1AdSUKiIA,7.396155,8.296155,,10.796155,5.43619,2.409559011,2019-03,-35.197281,3.321022,36.878452,-76.260457
2341,36.885879,-76.270064,9sIsX0i4KX5xzl4Ye1LesQ,6.705998,7.105998,,10.405998,5.64054,3.013025761,2015-07,-33.147434,5.334679,36.88564,-76.270051
2342,36.874822,-76.26706,#NAME?,6.07975,7.27975,,10.67975,3.53554,2.921570301,2015-07,-33.969678,4.536212,36.87462,-76.267104
2343,36.851094,-76.225312,WNtGITJ8fro-ZNoQ3YuHxw,6.5,8.7,6.4,11.8,7.8285,2.923383236,2015-07,-34.215237,4.438286,36.85094,-76.225043
2344,36.881005,-76.267465,S3LuXi7EtYD7BL5q6lV9Xw,8,8.2,8.2,12.3,7.03712,3.035989046,2015-07,-34.265513,4.229646,36.881045,-76.267657
2345,36.885012,-76.270007,nqRX5vhsGX_p-gw0Rw_2eQ,6.505998,8.905998,,11.905998,5.38677,2.876852989,2015-07,-32.973836,5.509734,36.884754,-76.270006
2347,36.868895,-76.271727,tvpcNRajKUMQE7y4mhGo6A,6.8,7.7,,10.6,5.64614,2.914540291,2015-07,-35.029339,3.472298,36.869029,-76.271573
2351,36.87208,-76.210305,jB5rhNJspNI7cO2ar5vxHw,11.689593,12.089593,,14.889593,11.926,2.410974503,2019-03,-34.703407,3.958523,36.872299,-76.210241
2352,36.883314,-76.268282,VokxNLJfr22iIIvwaSf35A,7.502717,,,10.902717,5.85938,3.018205166,2015-07,-34.490477,4.000955,36.883244,-76.267892
2353,36.881704,-76.24372,yujT70Q4kx9SDMNCQ389OA,9.096155,9.696155,,10.096155,7.48074,2.820397615,2015-07,-34.366776,4.191772,36.881534,-76.243829
2358,36.88454,-76.267697,oqArgo60IPqhYa6JCHxfog,4.905998,5.505998,,9.705998,5.42214,2.915012598,2015-07,-35.001495,3.488122,36.884757,-76.26773
2359,36.870898,-76.269364,FooM3bXfC7SFqJOh1WyQvQ,8.176469,8.776469,,11.476469,8.158,2.409519672,2019-03,-33.437044,5.06814,36.871064,-76.269256
2360,36.86402,-76.250414,zKH6DEY7zq4kK62lQAltlw,7.6,8.4,7.6,11.7,6.68567,2.382493496,2019-03,-35.260697,3.304817,36.864017,-76.2507
2361,36.864086,-76.25002,MDOJ6TZS78HBjuIDfrQ_FA,7.5,8.3,,11.6,7.35517,2.40963006,2019-03,-34.977254,3.590625,36.864115,-76.249797
2365,36.873414,-76.273863,p6MsibPDegayuLVYyFHGfw,7.383031,7.483031,,9.883031,5.88185,2.411855459,2019-03,-37.388501,1.100993,36.873531,-76.273683
2369,36.898292,-76.263094,krEdm0r0t04VhbQmB9qN9g,7.9,8.4,,10.3,6.30706,2.409435987,2019-03,-35.29672,3.186053,36.898445,-76.262983
2371,36.908758,-76.266037,LNdA126rpazTxF6HmGPYjg,5.889279,6.489279,,6.189279,4.84043,2.40852499,2019-05,-35.627343,2.831713,36.908847,-76.266312
2372,36.882303,-76.285326,zAS7UGnuheyN2evelRfsFw,6.6,8.1,7.4,11.3,3.5656,2.915084839,2015-07,-35.701672,2.744384,36.882093,-76.285369
2373,36.882592,-76.285027,ttbjL5IJ9K4Q2-uT4X2Y1A,7.225684,7.725684,,11.625684,2.96535,2.948870659,2015-07,-34.669153,3.777048,36.882824,-76.28498
2374,36.875531,-76.270331,6GRnFroaOZTqxCuvC5hnRw,8.4,8.8,8.4,11.9,6.79435,2.921458483,2018-06,-34.184973,4.311254,36.875615,-76.270099
2376,36.88171,-76.255516,VDwOdH6e7iM2-9_zk6NBEQ,8,9.4,8.8,10.83,6.75959,2.389484644,2019-03,-35.288296,3.239345,36.881576,-76.255335
2379,36.843738,-76.229067,n-k5IGs8cpITcDwZXXR8Dg,7.7,8,7.7,11.76,5.29911,2.915383339,2015-06,-35.077227,3.576955,36.843697,-76.228824
2381,36.830713,-76.198062,RITKaA7gq4vUhpDH-Ttskw,6.1,6.8,6.7,9.7,5.25871,2.852804899,2015-07,-35.341536,3.416063,36.830822,-76.197791
2382,36.912273,-76.274105,0qcoyBEKKmm2syfAOYe85g,5.3,11.1,4.6,15.6,10.2687,2.481390953,2019-05,-34.271548,4.162744,36.912238,-76.273823
2385,36.885797,-76.267624,#NAME?,7.605998,,,8.405998,6.30901,2.916724205,2015-07,-34.709825,3.778529,36.88563,-76.267737
2387,36.89448,-76.281455,z-OXi8M4slfRpSvTFhj99w,6.535527,6.735527,,7.035527,4.38515,2.849041462,2015-07,-32.488691,5.951025,36.894404,-76.281259
2388,36.82857,-76.198688,63zLEhnjfDtL7UfuFBBp2g,5.366626,5.566626,,9.366626,4.72557,2.906202078,2015-07,-35.927162,2.830147,36.82871,-76.198995
2389,36.82896,-76.199134,p51YwjocfnjClom0oAUIog,6.466626,6.966626,,11.166626,4.0615,2.925242186,2015-07,-35.845292,2.912212,36.828912,-76.198851
2390,36.872313,-76.27779,LDv4fpnpTaRBrfmc15r1kg,5.599436,6.499436,,9.399436,6.34944,2.905519485,2015-07,-34.808265,3.672463,36.872134,-76.277743
2392,36.871918,-76.277669,LDv4fpnpTaRBrfmc15r1kg,10.599436,10.999436,,11.699436,6.34944,2.905519485,2015-07,-34.808265,3.672463,36.872134,-76.277743
2397,36.883059,-76.265858,QkXOv4yT0XHJcTa0CvxXKw,7.902717,8.102717,,12.302717,5.96037,2.917652607,2015-07,-34.901872,3.594607,36.88329,-76.265991
2398,36.883014,-76.266012,4QI6dnfx8L0m0Dg2WGg8oQ,8.002717,8.402717,,11.932717,5.83643,2.918849945,2015-07,-34.938238,3.558058,36.883245,-76.266093
2399,36.882962,-76.266182,SerOmwWja3LLDEqVG11eHQ,7.702717,8.102717,,11.502717,6.15665,2.900635242,2015-07,-34.82387,3.671865,36.883181,-76.266318
2405,36.85073,-76.229579,_Oudh89CMr6mjNmRT5mc8w,3.563345,,,10.263345,6.69734,2.922908068,2015-06,-34.140392,4.501332,36.850899,-76.229619
2406,36.867651,-76.263184,a1hpxVgISsfh1CuMPcPRcA,6,9.1,6,12.8,9.16363,2.847382784,2015-07,-34.073553,4.452833,36.867854,-76.263104
2407,36.898501,-76.248756,1DgTKDkXWrDoNafAc-myDw,7.9,10.6,7.9,10.85,10.8886,2.465700626,2019-03,-34.053332,4.466836,36.898703,-76.248818
2408,36.851143,-76.230123,H6WfgmSOcm9ODVwIbglevg,8.92,9.3,9.19,11.49,6.10434,2.952122211,2015-06,-34.566953,4.073111,36.85091,-76.230185
2410,36.885861,-76.267052,_GwB_bjarnjMxLITziUoqA,8.605998,,,9.405998,6.32476,2.914386988,2015-07,-34.783837,3.706763,36.885677,-76.266889
2412,36.833137,-76.198415,DEIuRbzzneCcOn-RN8O_gQ,9.373188,,,12.773188,7.23592,2.957660675,2015-07,-34.671505,4.080017,36.833251,-76.198655
2415,36.880598,-76.293979,NoQ-NnTLWbg_YMZMa64tnA,6.022403,6.722403,,9.292403,4.46859,2.945094347,2016-02,-35.425885,2.998912,36.880786,-76.293945
2417,36.92926,-76.199488,ylo_CX9xQOkeF0oCB_ZIYA,3.5,4.4,4.1,11.9,3.11133,2.489836931,2019-04,-36.630616,1.975211,36.929182,-76.199276
2429,36.928121,-76.202081,tOt8pKJcatGQ-dSRCmJ9LQ,3.6,3.9,3.6,9.3,3.21074,2.409584045,2019-04,-36.531589,2.067833,36.92817,-76.202338
2430,36.833732,-76.212959,BI-W0m8JhL2lBMoYgXPe_w,9.2,9.9,8.8,12.1,7.88883,2.904215574,2015-07,-34.346274,4.366197,36.833772,-76.212743
2431,36.833528,-76.212488,bG_sjSGBBUTwRGYFPTpUrg,9.2,9.9,8.8,12.1,7.66989,2.935065985,2015-07,-34.469971,4.242996,36.833492,-76.212753
2453,36.92835,-76.2005,3nZWEI0XKKJjutF0sE2TYA,3.5,3.7,3.9,9.4,3.41044,2.3934443,2019-04,-36.466957,2.136292,36.928396,-76.200742
2454,36.8721,-76.210514,SkHhZS0-oyTRt1An4dVZPQ,11.389593,11.689593,,14.689593,11.5672,2.392895937,2019-03,-34.297375,4.363952,36.872304,-76.210466
2455,36.935647,-76.215969,RcXImsHpk-iVQqL_oWynAA,7.596155,7.996155,,11.096155,5.52889,2.408680439,2019-04,-35.565856,2.986562,36.935905,-76.215853
2470,37.034111,-76.342413,FAnj5V0BgtbAEDMdVGimFg,4.8,5.2,4.9,11.2,4.14315,2.437470675,2019-04,-34.409285,3.655603,37.034283,-76.342454
2494,36.833323,-76.188079,46OzZEbmGAeGq5ZOEBGXQA,6.7,7.4,7.1,9.8,5.88353,2.924408674,2018-05,-35.164735,3.615451,36.833563,-76.187961
2503,36.914256,-76.11706,Lk2KYJXIunXx_p4o4wvwLQ,14.6,14.9,14.8,15.4,11.8348,2.8899405,2015-09,-33.619302,5.225902,36.913967,-76.117243
2507,37.181529,-76.420995,dxhOLUors5fNtSghgEDj_Q,5.4,5.5,5.3,10.7,4.40741,3.018568754,2015-09,-32.462821,5.104828,37.181725,-76.421136
2509,37.210429,-76.421215,eBoJMjPcNkksmHRrJuwIsA,4.7,4.7,4.2,7.4,4.12001,2.776767492,2016-05,-32.916879,4.591197,37.210474,-76.421558
2518,36.82033,-76.309491,2Yy2Cd4vsKWU3zkwBX6VcQ,7.2,7.5,7.4,11.7,5.85706,2.915311337,2015-10,-34.8884,3.578293,36.820293,-76.309201
2528,37.068226,-76.315815,i0Nq_kR3ESbyQVUfXO81Xg,6.29,6.79,,7.29,6.44899,2.919637442,2015-08,-34.641297,3.420024,37.068113,-76.315606
2530,37.002445,-76.373703,Ul8kaewPpvU6VtoAN52TFg,6.179,6.419,,9.079,6.23256,2.912906885,2015-08,-33.993388,4.058534,37.002354,-76.37389
2531,37.002213,-76.372958,LDFhSHz9LtPe4qKbuxcwiw,3.479,3.879,,12.079,3.03886,2.888454676,2015-08,-35.275328,2.779852,37.002041,-76.372831
2535,37.008423,-76.376288,COO1SnYEH2s1p9KmBy11Xg,6.382,8.482,,9.582,10.1025,2.845005989,2018-06,-33.344666,4.68946,37.008233,-76.376135
2536,36.99992,-76.371736,hK6Zp0vn6MudUUrinGeq4Q,7.475,7.575,7.475,8.675,5.87987,2.916022778,2015-08,-34.58116,3.481355,36.999658,-76.371793
2541,37.002615,-76.370691,XXhacEljDsOKry6U3ePhgg,4.075,5.075,,6.975,3.15314,2.904803514,2015-08,-35.499431,2.559323,37.002501,-76.370977
2542,37.000355,-76.372363,obSeZFXuL6fHzV9vRWYERg,5.975,,,7.775,6.00577,2.886331558,2015-08,-33.193737,4.86684,37.0002,-76.372223
2543,37.001662,-76.370522,qqFDA2uAzXLOBu3hM0dCvw,5.8,6.8,5.8,7,5.22751,2.927517176,2015-08,-33.929307,4.132304,37.001804,-76.370523
2546,37.001188,-76.373266,3kgwWkjdrxbL07Lwg8EVHw,2.969,3.959,,6.479,2.66562,2.912579298,2015-08,-35.847974,2.208247,37.001323,-76.373027
2557,37.05075,-76.356636,u2TUziUMLczWBsmB9ChZkw,3.885,,,4.785,3.8035,2.916758299,2015-08,-35.171245,2.823773,37.050912,-76.356542
2558,37.050157,-76.354755,IhoSRTXl3YyLe9tdq4tpkw,5.7,6.5,6.4,10.3,5.1432,2.905330896,2015-08,-34.721602,3.279279,37.050376,-76.354689
2559,37.049894,-76.353776,zIguDO_-K2KaxRKWA6EI_Q,6.188,7.288,,7.288,5.66139,2.915992022,2015-08,-34.650617,3.353319,37.050086,-76.353688
2561,37.050056,-76.354366,Rx0Ptg-dOSyLB9GEiwT21w,6.5,6.9,6.5,10.3,5.30394,2.916815758,2015-08,-34.681112,3.321115,37.050247,-76.354245
2562,37.050726,-76.355113,mAv4CGmi4jvQ3CcLYg6j8w,6,6,6,15.8,4.93527,2.843859673,2015-08,-34.811967,3.187209,37.050534,-76.355235
2563,37.051239,-76.356864,4s609rUO5s0M7d7RCzmtSQ,3.682,3.882,3.582,10.482,3.42692,2.911143541,2015-08,-35.340792,2.652971,37.051022,-76.356923
2564,37.049972,-76.353971,95gBd0Ze_7DW5iC4oKXfAA,7.188,7.288,7.188,10.488,5.59033,2.919979572,2015-08,-34.657651,3.345626,37.05015,-76.35391
2565,37.050354,-76.353947,ZFFoAxqY00p35tRx3du8jg,5.755,5.975,,6.935,5.33231,3.035393715,2015-08,-34.697581,3.305021,37.050215,-76.354132
2566,37.053413,-76.354983,wGXczFLGMeIe-CadWO324A,5.572,5.972,,6.972,5.23051,2.915522814,2015-08,-34.705902,3.28864,37.053262,-76.354808
2567,37.050838,-76.357049,4s609rUO5s0M7d7RCzmtSQ,3.3,3.5,3.2,11.4,3.42692,2.911143541,2015-08,-35.340792,2.652971,37.051022,-76.356923
2568,37.053549,-76.358055,0B5h0uXAmkvSRq0ukTxDaQ,6.972,7.602,,10.892,4.38955,2.819452763,2015-08,-35.053944,2.931991,37.053297,-76.358184
2570,37.004383,-76.37495,5Nep6hLAZlOpFMAQrfAppw,7.279,7.879,,8.179,6.79674,2.84755969,2018-06,-34.323323,3.721133,37.004519,-76.37511
2573,37.074138,-76.328761,gKyxqyArWOY2mZ-Ltwr6jA,5.58,,,8.68,6.23742,2.91307497,2015-08,-34.679736,3.335882,37.073937,-76.329008
2577,37.073669,-76.328651,P0fcpUSyBoNAewhZHkV8Rw,5.78,6.78,,10.98,6.69193,2.916010141,2015-08,-34.502474,3.514223,37.073574,-76.328905
2581,37.020215,-76.416178,zKUI99lbd3lpHkvng2d8XQ,5.511,6.411,,8.811,5.44225,2.915595293,2015-08,-35.255243,2.653112,37.020414,-76.416205
2583,37.018071,-76.416375,pnQLzVf9RfCdPRudgyjvhw,8.49,9,9.25,9.2,6.42694,2.926935673,2015-08,-34.836548,3.076557,37.018101,-76.416128
2584,37.020849,-76.417894,CwoMoPRTF4JL9OjUgY_ldA,6.711,7.111,,9.411,5.84555,2.921149731,2015-08,-35.062345,2.841277,37.020636,-76.41783
2585,37.075286,-76.320496,Hw74nIddrVlBm6EzC6X-Hw,5.97,6.07,,8.97,5.98623,2.905246973,2015-08,-34.720881,3.313871,37.075136,-76.32033
2586,37.075728,-76.317757,ZCTxi7pKJk6amKp8zCXCEA,5.767,6.467,,9.167,6.34126,2.972444534,2015-08,-34.245415,3.793846,37.075844,-76.317966
2588,37.075407,-76.318069,lzASf6PqFH3MY2QQ_Tl-Jg,6.57,,,9.47,6.02213,2.921074629,2015-08,-34.488097,3.550915,37.075533,-76.318333
2590,37.075696,-76.318537,lzASf6PqFH3MY2QQ_Tl-Jg,6.067,,,9.867,6.02213,2.921074629,2015-08,-34.488097,3.550915,37.075533,-76.318333
2595,37.068736,-76.313851,#NAME?,5.49,,,6.79,5.37237,2.883767843,2015-08,-34.973143,3.091634,37.068548,-76.313842
2600,37.027508,-76.307486,JbzOIYFTKW741AnXCe7vRw,8.986,9.086,,11.686,8.04925,2.629372835,2015-08,-33.246514,4.9211,37.027248,-76.30748
2603,36.99096,-76.386888,iEreyNYYUTCb-VVZw0wCOA,11.395,11.795,,15.095,10.3528,2.917170763,2015-08,-33.040221,4.995771,36.99079,-76.386689
2604,37.069797,-76.322699,PghiSV5dfyLbj04U3-LYMA,6.49,,,7.39,5.57428,2.897553921,2015-08,-33.85091,4.189502,37.069587,-76.322717
2606,37.066661,-76.320702,M2srO6fGqKLS-nxwa6g90Q,7.699,7.799,,8.299,6.92691,2.91392231,2015-08,-34.509095,3.5419,37.066732,-76.32094
2607,37.067536,-76.322104,m46RdC0ckx2PjTuPR5QZEA,7.797,,,10.997,6.81877,2.931099892,2016-03,-34.569978,3.477221,37.067419,-76.321898
2608,37.066158,-76.321838,FZjU2yfKcyV3SPv2VdnI6w,8.803,8.803,8.903,8.903,7.26085,2.923466444,2016-03,-34.34686,3.702483,37.066142,-76.322082
2609,37.070845,-76.289552,6zDNg_2FST9vzLa_Z6e9fQ,4.8,5.1,4.8,8.4,5.18706,2.919149637,2016-06,-35.083742,3.035696,37.070877,-76.289888
2611,37.067334,-76.292408,ACjZC3rfB3vUgMLBXRcqgg,6.617,6.937,,7.887,6.07995,2.917562485,2015-08,-34.632677,3.48852,37.067354,-76.292156
2612,37.068528,-76.289685,#NAME?,5.417,5.987,,9.897,5.48056,2.922082901,2016-06,-35.00097,3.123397,37.068523,-76.289922
2616,37.05494,-76.352115,33xp4mKVnV_0mSkif2pQiQ,5.369,6.069,,8.169,6.16787,3.024991989,2015-08,-34.557859,3.44058,37.054937,-76.35185
2622,37.020732,-76.314564,T9NRRNp8-JEAb5TWcUXVUg,6.1,6.5,5.6,9.22,5.35136,2.924402714,2017-08,-34.987886,3.175219,37.02059,-76.314738
2625,37.055896,-76.298532,LWdGns4AhDkAOk7PB55lfg,6.7,6.9,6.5,7.6,5.93862,2.919074774,2016-06,-34.90081,3.229535,37.055881,-76.298253
2629,37.077945,-76.319642,jSwUkn63-FALHffR7LKt3g,3.96,4.36,,10.66,4.74248,2.913808823,2015-08,-35.060322,2.970905,37.078107,-76.319298
2630,37.054584,-76.328366,DUd01_Gy-p-0OAHfLUICUg,10.649,10.749,,14.749,9.63135,2.91286993,2015-08,-33.457735,4.600786,37.054657,-76.328126
2631,37.017944,-76.413559,N0X5b9HkySA1JudWUi2KMQ,9,10.1,,10.2,8.573,2.404151917,2019-04,-34.657275,3.263147,37.018004,-76.413327
2632,37.018521,-76.413115,#NAME?,9.921,9.941,,13.081,7.35874,2.440499306,2019-04,-34.985155,2.934138,37.018438,-76.413434
2633,37.018741,-76.413249,85ubOSymwgTMsg0h0XL70w,6.111,7.111,,10.811,5.02686,2.84133029,2015-08,-32.466078,5.452993,37.018903,-76.413106
2634,37.081691,-76.296296,IZKGDSVumnv6ghjnLBIqBg,4.447,5.247,,7.547,3.75046,2.911544085,2015-08,-35.489342,2.591942,37.081697,-76.29605
2635,37.082124,-76.292917,He4-uK3mnwjwxa7OAjNs2Q,3.8,3.9,4,11.5,4.16451,2.919020414,2016-06,-35.295356,2.793286,37.081902,-76.292888
2637,37.082273,-76.291588,C8S6iNiOCEKmpTrDmU26aQ,4.4,4.7,4.3,14.4,4.43766,2.921265364,2016-06,-35.280816,2.809806,37.082426,-76.291706
2641,37.083155,-76.290429,pnEM9zJ_xMXFb_7pJi0YYA,3.387,3.467,,11.677,2.90854,2.919607401,2015-08,-35.621926,2.470851,37.082895,-76.290411
2645,37.081359,-76.295046,v-kHm4vG2aSHhcCXisE8Cg,3.547,3.747,,8.047,4.59008,2.92180109,2016-06,-35.164756,2.920258,37.08114,-76.294997
2650,37.084655,-76.295581,TyrXFffTtihkicpsPo9I3g,3.918,4.748,,8.408,3.70869,0,2015-08,-35.41554,2.659884,37.084616,-76.295915
2652,37.062614,-76.318233,KMPf6xNi_eKq5eilDEHI0Q,6.913,7.413,,7.813,5.88214,2.921869755,2016-03,-34.770281,3.296247,37.062413,-76.318277
2655,37.064481,-76.308588,ZDSkf9b7-lpBeQR4bUf-MQ,3.01,6.01,,9.01,5.76624,2.917032242,2015-08,-34.785169,3.301921,37.064503,-76.308262
2656,37.063155,-76.302413,PkJL9eC4WJbg8imyE28XDg,6.2,6.6,5.8,9.3,5.44253,2.910374165,2015-08,-34.931803,3.173547,37.062928,-76.302376
