ID,LAT,LON,panoId,LAG,HAG,LOWELEV_ST,FFE_ft,DEM_ft,camera_height_m,image_date,elevation_wgs84_m,elevation_egm96_m,pano_lat,pano_lng
3178,37.034167,-76.34209,Rg4NV5ChZrgIOlpYbUzcNA,4.9,5.5,5.2,10.4,4.60071,2.371477604,2019-04,-34.294147,3.771439,37.034345,-76.342118
3185,37.034082,-76.342591,IHwTgCZxO4FM8Bg95fT4fQ,5.4,5.8,5.3,11.1,4.47022,2.408694029,2019-04,-34.351283,3.713151,37.034241,-76.342678
3187,37.033775,-76.340764,aMB_Aq-wTJzWqNKVv1L51Q,7,7.8,7.9,11.7,7.08916,2.408759356,2019-04,-34.165777,3.903829,37.033922,-76.340855
3194,36.714035,-76.270599,uqZ_WK_QwDPgyOhQTuMOew,9.4,9.8,,10.9,8.74331,2.917154074,2015-08,-32.219809,6.483217,36.714245,-76.2707
3198,36.74248,-76.310646,y_j-ANU26x5AJplJYGXFmA,6.954,7.454,6.954,10.854,5.65977,2.381931782,2019-04,-35.33276,3.230773,36.742606,-76.31094
3206,36.803691,-76.277889,5vZLINwWO28HIGsQCqykAQ,6.328,7.628,7.128,9.528,6.30187,2.94659543,2015-07,-34.589253,3.98801,36.803494,-76.277878
3209,36.771101,-76.323792,rmUn60ZLcBXfnAJLeXljTw,5.531,7.731,5.731,8.331,7.22607,2.409409285,2019-04,-34.878426,3.613479,36.770985,-76.324114
3211,36.708788,-76.206595,1rZasgboIFLKH5FVSk-LeA,11.305,11.805,11.805,12.905,9.30508,2.915884495,2015-07,-32.27062,6.622652,36.708846,-76.206354
3212,36.792533,-76.28181,RpTn0WdFKU6_GgqUBIwqDA,5.828,6.428,,9.328,3.91706,2.916172743,2015-07,-35.400564,3.180944,36.792718,-76.281776
3213,36.753381,-76.277897,8kx4fhBYN5htjRZF5Jiq4A,8.457,9.857,7.657,10.957,6.6594,2.928790092,2015-07,-34.648267,4.000231,36.753178,-76.277849
3214,36.752713,-76.278825,fo8zXlNezKkuMJ9fMW6zjg,9.461,9.761,,10.661,6.4968,2.926013231,2015-07,-34.636603,4.009103,36.752897,-76.278958
3215,36.730278,-76.238939,#NAME?,6,6.4,6,9.7,4.75082,2.409454107,2019-04,-35.838648,2.94293,36.730097,-76.23889
3218,36.741944,-76.315611,j8eC6fp2DB4D3a6nQQ85yA,7.951,8.651,8.451,12.251,7.31669,2.480383873,2019-04,-35.053993,3.497395,36.741896,-76.315363
3220,36.752808,-76.279775,XE0bfqqz9LyyDEBYxaJgQQ,8.461,9.161,8.961,9.961,6.91385,2.913311958,2015-7,-999,4.054955006,36.75260862,-76.27963233
3222,36.709221,-76.227256,zUlhk3OgPBp7Vlz6iwg65Q,5.221,5.621,5.221,7.721,5.85822,2.935352325,2015-08,-33.537566,5.294649,36.709221,-76.227535
3228,36.730034,-76.23835,hX_Aqva7rGja0Hj_dONwjQ,4.7,5.3,5.1,8.8,5.05453,2.494348049,2019-04,-35.708407,3.074296,36.73019,-76.238434
3234,36.725892,-76.187997,FXHmfr-ZR3QsRemBXhMrgA,4.762,4.862,4.762,7.402,4.42589,2.907383919,2015-07,-33.728894,5.199805,36.72611,-76.188059
3242,36.72986,-76.239218,UiE1BcW3zGGlVYE_pPe5FQ,4.788,5.958,5.958,10.208,5.37655,2.421570778,2019-04,-35.658128,3.122328,36.729995,-76.239318
3243,36.725945,-76.187697,UH9VqrlOErj8eyEIjVKcVQ,4.762,5.262,4.962,7.472,3.98214,2.916698694,2015-07,-33.882335,5.047371,36.726142,-76.187723
3244,36.739287,-76.313662,h0_uumKrsls4EZlAelilZg,7.347,7.747,,10.747,7.08392,2.311988354,2019-04,-34.3098,4.248096,36.739564,-76.313701
3246,36.743239,-76.312177,mT3gTkds_0_45Zrwfe2Dhg,7.054,7.254,,11.154,6.2657,2.409397364,2019-04,-35.272608,3.287721,36.743138,-76.311927
3252,36.765349,-76.287843,kBQnG25ETuNwNrdNt7ezBA,7.5,7.8,7.7,10.8,5.39544,2.472609758,2019-04,-35.529893,3.072932,36.765161,-76.287905
3254,36.726343,-76.187788,UH9VqrlOErj8eyEIjVKcVQ,4.562,4.962,4.562,6.422,3.98214,2.916698694,2015-07,-33.882335,5.047371,36.726142,-76.187723
3259,36.79282,-76.281413,zZ69FGYChZ7smbCNzdfKPg,5.328,6.428,,8.828,5.35415,2.922635078,2015-07,-34.999643,3.582896,36.792662,-76.281412
3262,36.720449,-76.274929,zJBWqcvzi70jbIRrLqpYhw,6.844,6.844,,8.644,7.03199,2.903684139,2015-08,-32.908078,5.777954,36.720404,-76.27476
3265,36.720846,-76.275676,4Qjs_MzXXrgePgeNQ0Yv0Q,6.744,7.144,6.244,9.244,6.65414,2.895581484,2015-08,-32.535285,6.147927,36.721007,-76.275568
3267,36.742238,-76.286393,vgTqW-TzLq-Q-9Gz7aJuBA,8.457,9.057,,9.357,7.00287,3.001716137,2015-07,-34.512782,4.121805,36.742058,-76.286509
3276,36.752997,-76.279357,BYzUaUgULWmfTdoGYySZnw,8.761,9.261,8.161,10.811,6.38382,3.014631748,2015-07,-34.675762,3.969208,36.752805,-76.279271
3277,36.730312,-76.238808,eGeVrwaX_-4k5r6SpjIZWQ,5.238,6.338,6.138,9.338,4.37961,2.410271883,2019-04,-35.92988,2.851934,36.730119,-76.238781
3283,36.721414,-76.274406,xNnotP9bfayeLctRaSfPZA,8.744,8.944,,10.144,6.74974,2.918111086,2015-08,-32.576627,6.109397,36.721245,-76.274552
3284,36.766478,-76.287228,17bwQV-dH0M8VuwO7N8TXA,6.6,6.9,6.8,11.8,6.39771,2.409249544,2019-04,-35.248796,3.354223,36.766723,-76.287088
3287,36.744072,-76.311443,_ZXx0mZEepi51HFpPhX-jg,7.854,7.954,7.754,11.154,6.42385,2.4096663,2019-04,-34.94163,3.619425,36.743821,-76.311503
3289,36.72575,-76.188583,byVSJ-u6whbArJYN2UQfIg,4.465,6.565,4.165,8.465,4.74206,2.92312479,2015-07,-33.336178,5.591091,36.726062,-76.188579
3291,36.787863,-76.325624,BRZi0LBhSHxBBcn75mXSLg,7.411,7.811,7.611,8.911,5.59539,2.481615305,2019-04,-36.291707,2.172248,36.787832,-76.325917
3295,36.745835,-76.305304,uEUmV0T1iMGuJn9bUGI1gw,6.061,6.361,6.061,9.741,5.96499,2.391715288,2019-04,-35.837621,2.740218,36.745922,-76.305102
3313,36.729895,-76.239012,SI6F1DvnapXgFoHqsZIEwA,4.338,5.638,4.138,8.638,5.23604,2.319527626,2019-04,-35.72081,3.060207,36.730046,-76.239103
3315,36.741713,-76.286224,hpmvPfCEAcqSA5fDdNnzbg,8.257,8.757,8.357,9.357,6.84377,2.917703629,2015-07,-34.614961,4.020938,36.741861,-76.286093
3316,36.742281,-76.310775,kPCW2fNJnILCfdxEv5Qk-A,7.554,7.654,7.454,11.454,6.05471,2.403453827,2019-04,-35.178381,3.384985,36.742361,-76.311082
3317,36.755866,-76.276007,gp1Wv7KIzGm5u5ud_7QKjA,8.357,8.857,,12.157,6.37357,2.887456894,2015-07,-34.679496,3.970033,36.756096,-76.275992
3319,36.730128,-76.239734,#NAME?,7.138,7.838,7.738,9.248,5.5273,2.409390688,2019-04,-35.597098,3.182474,36.72992,-76.239635
3321,36.740329,-76.315621,LtRsJtYxVrwz0LxGD6FUkg,7.447,7.647,7.347,10.347,7.35712,2.320109367,2019-04,-35.051089,3.501058,36.740533,-76.315425
3322,36.713728,-76.271627,iULh9BUJgJq2yo0PcxhPhQ,9.6,10.1,,11.3,9.32358,2.898430824,2015-08,-31.60766,7.092505,36.713915,-76.271746
3324,36.743777,-76.309681,f9wWgQIa2fBVAKnbYG7DxQ,7.954,7.854,7.754,11.154,5.72106,2.371136665,2019-04,-35.497402,3.068783,36.743544,-76.309772
3325,36.741598,-76.28815,sWIAvQeyKk5bOsu4WQ5cDA,8.057,8.457,0,8.957,6.87033,2.911727428,2015-7,-999,4.356883526,36.74154135,-76.2879357
3330,36.739504,-76.310587,nNxQ0hchYEGAQf1TVqRMaQ,6.951,7.151,6.951,11.351,5.15228,2.410412788,2019-04,-35.628738,2.938111,36.739745,-76.310566
3335,36.804821,-76.278013,ii0GIf74pEDJMoN_UDoRVQ,5.6,7.7,6.2,10,7.23305,2.917543173,2015-07,-34.768671,3.805986,36.805041,-76.278029
3340,36.751698,-76.280033,dJjgnIsLfSgVhxdWfg2sXg,9.061,9.261,,10.161,7.38478,2.912495613,2015-07,-34.969643,3.674984,36.751905,-76.279875
3341,36.714513,-76.26975,IOZaXGsoIdwSWXwKSmQBHw,9.3,9.7,,11.2,8.94546,2.946498871,2015-08,-32.592378,6.11291,36.71434,-76.2699
3343,36.752199,-76.279626,qyf4wq6dap-l4629GN8RRg,8.061,8.361,8.061,9.111,6.49356,2.90141511,2015-07,-35.042098,3.601796,36.752265,-76.279842
3344,36.787773,-76.28183,Lh0ycN-Wo4jgBdmAQI7i3g,8.534,8.634,,9.334,7.0954,2.838039637,2016-03,-34.387143,4.201148,36.787955,-76.281781
3345,36.739568,-76.310033,7hmsDERKylHp1Hl5j_YI6w,7.651,7.751,7.651,11.551,5.37875,2.364503622,2019-04,-35.81306,2.754968,36.739824,-76.310103
3346,36.741835,-76.312315,4huMYiuElkzIAkWSGVZHVQ,7.451,7.551,,11.051,6.31457,2.508248568,2019-04,-34.786886,3.772345,36.741903,-76.312631
3347,36.713299,-76.269638,LG2NEMAnYg6_Z86MtyhD_Q,7.8,9.3,0,11,5.34107,2.922039747,2015-8,-999,6.017294884,36.7135494,-76.269889
3349,36.752476,-76.278334,DyyO6NL__quPbuHz_Uki_w,8.461,8.961,8.661,9.761,7.0316,2.925086498,2015-07,-34.855764,3.792735,36.752656,-76.278128
3353,36.79255,-76.279626,crCparL4qthY_cmPGGpSqg,4.731,,,8.631,6.93144,2.903770924,2015-07,-34.54541,4.04221,36.792399,-76.279723
3354,36.7196,-76.262155,VzZKxSSklsUMz7PuBhsZtg,5.5,5.6,5.3,10.9,3.77124,2.915850878,2015-08,-34.458632,4.265401,36.719407,-76.262044
3357,36.766412,-76.280602,SfoUghRZKBh2ewsSx0HVLA,7.6,8.4,7.5,10,5.50249,2.90505743,2015-07,-34.737034,3.885189,36.766228,-76.28064
3359,36.752258,-76.280392,QNjghkBTxYnGg9QWurC8IA,8.561,8.861,8.561,9.451,6.87454,2.917607784,2015-07,-34.569148,4.073274,36.75245,-76.280293
3360,36.742122,-76.287079,9d8O5nskxPEpECo3UeSlvg,8.257,8.757,,10.557,6.93197,2.917004108,2015-07,-34.505122,4.127988,36.742264,-76.286944
3362,36.741828,-76.286416,e7Ui4t7rzSMRhAyoxQJAMA,8.257,8.757,,9.357,6.72356,2.913992405,2015-07,-34.61389,4.021296,36.741962,-76.286306
3368,36.7719,-76.320052,B96wZ5D-4Va7A2IzArwLlg,7.831,7.931,,9.731,6.36901,2.441724539,2019-04,-34.853372,3.649245,36.771647,-76.320022
3372,36.739342,-76.31426,Spq92P4yJ_i3vd8bmAuMug,7.347,7.747,7.347,11.877,6.8138,2.383270502,2019-04,-34.49851,4.058135,36.739591,-76.31413
3380,36.697228,-76.228346,i1MKV98kfpAsOgsy7tFT2Q,14.8,15.2,14.5,18.2,13.1095,2.926326275,2015-08,-31.831305,7.010045,36.697031,-76.228147
3384,36.751255,-76.355064,8EBJlrEV5y15TzqbLa0HmA,9.1,9.3,,11.4,7.48189,2.415565491,2019-04,-34.215139,4.214239,36.751526,-76.355001
3386,36.7928,-76.281209,GncwRUMTFBjVf2iNXcspRQ,5.031,6.431,,6.431,5.8571,2.91345191,2015-07,-34.990449,3.592456,36.792643,-76.281291
3387,36.795823,-76.280184,yYV67C2qaRiucXOoUVYsZg,7.628,8.428,7.628,9.228,6.07422,2.451075315,2019-04,-35.361985,3.220027,36.795661,-76.280105
3396,36.741559,-76.287486,4X1OwoNzhgT5Te5ydpOdnw,8.057,8.357,0,8.957,6.76761,2.916574001,2015-7,-999,4.303669453,36.74158091,-76.28777512
3397,36.741543,-76.315199,7oASfjtBlWaGbC_v0si-Xg,7.151,7.851,7.251,10.951,7.27834,2.424707174,2019-04,-35.112871,3.438345,36.741653,-76.315504
3398,36.753317,-76.281295,xGyQDK2_H6onPslXlqx3bw,9.461,9.761,9.761,10.461,7.34894,2.91748929,2015-07,-34.93692,3.701882,36.753064,-76.28127
3399,36.742441,-76.286849,9d8O5nskxPEpECo3UeSlvg,8.357,9.057,,9.457,6.93197,2.917004108,2015-07,-34.505122,4.127988,36.742264,-76.286944
3402,36.741338,-76.287498,IxM3ZXPoV_w85FObenLV6Q,8.357,8.857,0,9.657,7.02112,2.917003632,2015-7,-999,4.370194912,36.74147243,-76.28773929
3404,36.742961,-76.305162,qgB39NUc1_Q8d9ta0fPsaw,7.7,7.7,7.7,12,3.4542,2.408829689,2019-04,-36.461073,2.118436,36.7428,-76.30534
3408,36.792568,-76.281981,Gm2T7iG3VyWXABtRb-QiAQ,5.96,7.2,6.2,9.9,3.91669,2.898650646,2015-07,-35.178982,3.402148,36.792735,-76.281886
3416,36.743369,-76.311444,9zX8DpNC53cdb6QCqmEAKQ,7.354,7.354,7.354,9.154,6.03016,2.409516573,2019-04,-35.199617,3.360988,36.743474,-76.311736
3424,36.730345,-76.238677,4yA5316QC0t0d0FJNdBgSA,5.838,6.238,6.138,9.138,4.78865,2.487788677,2019-04,-35.822835,2.959548,36.730163,-76.238565
3425,36.713509,-76.269501,PEHXabHgi4M-dYoUIpP4Dw,8.9,8.9,0,10.6,5.31196,2.916225195,2015-8,-999,5.962942123,36.71361468,-76.26982777
3426,36.730007,-76.23848,4yA5316QC0t0d0FJNdBgSA,4.7,5.3,5.1,8.9,4.78865,2.487788677,2019-04,-35.822835,2.959548,36.730163,-76.238565
3428,36.792469,-76.281393,GncwRUMTFBjVf2iNXcspRQ,6.731,7.231,,9.131,5.8571,2.91345191,2015-07,-34.990449,3.592456,36.792643,-76.281291
3430,36.753326,-76.278151,qzrErPXez7VvOuKOL0UIWA,8.957,9.357,8.857,10.337,6.94374,2.904556513,2015-07,-34.562588,4.085407,36.753156,-76.27805
3436,36.766349,-76.286733,0joNb98OjSEbxNmD3KDxxQ,6.1,6.8,5.9,11.1,5.78911,2.395636559,2019-04,-35.39184,3.212546,36.766616,-76.286659
3437,36.72004,-76.275397,seouF60tQIhdW3rMl79-hA,8.3,9,8.5,10.6,6.97843,2.919890165,2015-08,-32.385063,6.300251,36.719957,-76.275158
3438,36.743425,-76.277863,Zan8e91D0KNPfIujmgriNA,9.957,10.157,,11.617,7.90498,2.937430143,2015-07,-34.230912,4.427783,36.743614,-76.27768
3440,36.73816,-76.31237,dJjgnIsLfSgVhxdWfg2sXg,9.747,9.847,0,13.447,7.328,2.911456108,2015-7,-999,3.929855824,36.75187881,-76.27984511
3443,36.768986,-76.277806,8nCjF_FVvFDiEU4wWFOYeg,7.2,8.7,,8.4,5.69566,2.922498703,2015-07,-35.014886,3.611133,36.768837,-76.277998
3449,36.73271,-76.253582,UUheTYRiYDEXYEfxjp6ctw,8.647,9.147,,12.347,7.85991,2.940932989,2015-07,-34.254186,4.483439,36.732869,-76.253475
3452,36.744371,-76.313404,9y4rcaWeIbGm-jVKLSQvsA,8.054,8.254,,11.554,6.57711,2.40943861,2019-04,-34.439918,4.115178,36.74414,-76.31348
3453,36.743444,-76.314145,oq2rOwy0vt3A5G7VFKH3JA,8.354,9.954,8.554,11.154,6.99864,2.302421808,2019-04,-34.672033,3.880866,36.743546,-76.314399
3456,36.7126,-76.227074,I0gkL_WRw386iZP9YqvJvw,7.421,7.821,,10.021,4.92586,2.903523684,2015-08,-29.515533,9.315689,36.712596,-76.226833
3460,36.743284,-76.27762,P9jahK-tr25fkCIRACNfSw,9.957,10.257,9.957,11.517,7.5798,2.907940388,2015-07,-33.725981,4.933565,36.743433,-76.277424
3465,36.731401,-76.320012,dbZGnHnwjKJsDC2r1LrWSg,7.834,8.034,8.234,10.334,7.33733,2.409421682,2019-04,-34.862235,3.684136,36.731269,-76.319791
3468,36.719744,-76.275691,pLgBCHhvhKyltYDvqpC-Vw,7.344,7.844,,10.594,7.16289,2.889496803,2015-08,-32.529359,6.155402,36.719638,-76.275436
3471,36.753202,-76.278638,TT760TjunttIoCS-midnjQ,9.661,10.261,9.661,11.501,6.90399,2.919428349,2015-07,-34.45806,4.188466,36.752999,-76.278605
3472,36.79589,-76.279718,eIBupdiXzfXs1LrSWS9vcA,7.6,8.5,,9.9,6.66653,2.419180155,2019-04,-35.192572,3.390615,36.795723,-76.279674
3476,36.741228,-76.288004,Swsy-3FjRkIRdABeuUxxuA,8.657,9.057,0,9.557,7.15351,2.925693512,2015-7,-999,4.425065517,36.74140168,-76.28791634
3478,36.803606,-76.278597,CqVQ10uwvSOrUoH-X2UHEw,8.028,8.428,7.628,9.608,6.96935,2.866579533,2015-07,-34.538765,4.036674,36.803445,-76.278559
3480,36.726417,-76.187163,nEccROFE7YKk3IrupFpLeg,4.859,5.259,4.759,8.859,2.86332,2.918281317,2015-07,-35.507715,3.42367,36.726203,-76.187076
3484,36.726303,-76.18839,kB4Akv1xqJXZIT0_8gPLCw,5.165,6.265,5.165,7.715,4.25078,2.901490688,2015-07,-33.618343,5.309506,36.726082,-76.18836
3487,36.742536,-76.315297,YAVDb9QkDvmqJWTWcljfnw,7.551,7.651,7.951,10.651,7.71976,2.409343958,2019-04,-34.913259,3.638705,36.74242,-76.315041
3491,36.739902,-76.315058,I31qh0ejG90NxZspCdF0Gg,7.747,7.747,7.747,11.747,7.0916,2.370115042,2019-04,-34.840257,3.714088,36.740075,-76.314816
3493,36.740239,-76.314632,I31qh0ejG90NxZspCdF0Gg,7.147,7.647,,8.867,7.0916,2.370115042,2019-04,-34.840257,3.714088,36.740075,-76.314816
3495,36.771897,-76.320379,McqlWw1B8bM8G2z0X-DNKA,7.731,7.831,,9.131,7.08426,2.411109447,2019-04,-33.350776,5.150666,36.77164,-76.320405
3496,36.741994,-76.28801,7jWcqcxqYTCI-s_zHJBchQ,8.057,8.457,,8.757,6.87365,2.883021832,2015-07,-34.444067,4.186743,36.741964,-76.287791
3504,36.742081,-76.31554,XTXjl53mXixAl4GqI2AH6g,7.7,8.1,8.1,11.1,7.33726,2.409536839,2019-04,-35.016191,3.535312,36.741977,-76.315314
3512,36.743967,-76.310963,yBqU4XBeWjc6PcUC7n7KiQ,6.954,7.654,6.954,10.354,6.21298,2.409550667,2019-04,-35.100595,3.461931,36.74374,-76.311
3513,36.743689,-76.309198,cSW2vnCVjYRjeYwPUBF7GQ,7.657,7.857,7.757,11.757,5.31134,2.409542799,2019-04,-35.774574,2.793263,36.743456,-76.309217
3519,36.752983,-76.277998,qzrErPXez7VvOuKOL0UIWA,8.1,8.3,8.2,9.8,6.94374,2.904556513,2015-07,-34.562588,4.085407,36.753156,-76.27805
3520,36.751866,-76.280205,dJjgnIsLfSgVhxdWfg2sXg,8.561,9.161,8.461,10.061,7.38478,2.912495613,2015-07,-34.969643,3.674984,36.751905,-76.279875
3521,36.740172,-76.306846,Kxk3mZQoCJ1mLYKmpgGtpA,6,6.4,6,9.1,3.68417,2.409373999,2019-04,-36.19516,2.381771,36.739945,-76.307008
3524,36.725973,-76.187111,nEccROFE7YKk3IrupFpLeg,4.459,4.859,5.159,8.659,2.86332,2.918281317,2015-07,-35.507715,3.42367,36.726203,-76.187076
3528,36.730556,-76.237557,VVQO-_vQRjSTrOu3GKFxzw,8.238,8.438,8.138,11.438,6.66355,2.419850826,2019-04,-35.254444,3.53093,36.730406,-76.237441
3543,36.742849,-76.310469,dxfltEDcCXLjM6yd952jsQ,7.554,7.754,7.754,11.754,6.25378,2.526319027,2019-04,-35.143657,3.42016,36.742932,-76.310751
3544,36.742668,-76.310538,Ib68A67qsDSkXlX1FeN8gA,6.854,7.354,7.154,10.254,6.01165,2.474750757,2019-04,-35.21574,3.347935,36.742769,-76.310846
3545,36.744147,-76.311997,R-4R5HWZAzRwUjCXX9oKvw,7.754,7.854,7.654,11.454,5.77902,2.409429312,2019-04,-34.878469,3.68075,36.743918,-76.312104
3559,36.739663,-76.309825,xMpU1X8HWSdQLe-gARLY0A,7.551,7.651,7.551,11.551,4.95188,2.408539772,2019-04,-35.914833,2.653591,36.739881,-76.309973
3560,36.725929,-76.187377,hIpsIXxRygJVzcU65dcgIw,4.559,5.559,4.759,7.819,3.3701,2.905999184,2015-07,-34.503724,4.426909,36.726175,-76.187366
3566,36.730246,-76.239074,D5Zw3ZOzKsqfKuc0teUalw,6.2,6.4,6.2,9.8,4.99411,2.409500599,2019-04,-35.773022,3.008232,36.730072,-76.238995
3567,36.740059,-76.315247,k_K5pNwn90k28wN2Z0a-CQ,8.247,8.347,,11.747,7.26755,2.409246206,2019-04,-34.875339,3.678273,36.740225,-76.315016
3571,36.714379,-76.269488,hixa1diWWSkRLkV2hKlBQw,9.641,10.041,,11.341,7.90651,2.92294383,2015-08,-32.618538,6.087757,36.71419,-76.269578
3573,36.743733,-76.309451,qCS32aMxhPcycs7xSTudkw,7.357,7.757,,10.757,5.44705,2.293275356,2019-04,-35.665582,2.901339,36.743508,-76.309548
3575,36.726336,-76.18871,byVSJ-u6whbArJYN2UQfIg,6.165,6.465,6.365,10.165,4.74206,2.92312479,2015-07,-33.336178,5.591091,36.726062,-76.188579
3576,36.744156,-76.314364,svqwlIg3uE7uk6rd21K0pw,7.454,7.754,,10.954,6.97882,2.409682989,2019-04,-34.543989,4.009337,36.744051,-76.314104
3578,36.720843,-76.27626,QdaUqg_wdKLFVX140HEBWQ,7.444,7.444,7.444,10.844,6.87298,2.931336403,2015-08,-32.50705,6.174866,36.720725,-76.276054
3584,36.79259,-76.282128,zX2uMnh_zr2DD7_YSuejBw,5.628,7.228,,9.828,3.7193,2.916236401,2015-07,-34.856125,3.724281,36.792777,-76.282153
3590,36.732616,-76.253401,S0PnJ6Kxkw3izvBmcGSaFg,8.347,8.947,,12.447,7.51755,2.915557384,2015-07,-34.362254,4.375978,36.732767,-76.253266
3591,36.74348,-76.307936,HyUvrUzE2ZL3bx9hOdteeQ,7.4,7.9,7,11.8,3.90251,2.409715414,2019-04,-36.038465,2.533221,36.743254,-76.307961
3593,36.741773,-76.287578,lkl4N769lz0Ab3Wp85y29Q,8.157,8.357,,9.257,6.64938,2.912498236,2015-07,-34.544961,4.085898,36.741785,-76.28781
3597,36.730428,-76.238287,UNIqcLMn9T__O9Ur_AXPhw,7.138,7.638,7.138,8.738,5.50927,2.409501314,2019-04,-35.594475,3.188877,36.730235,-76.238217
3599,36.760137,-76.286849,GeEuj6nTIIR6DyiVsh6R6Q,5.054,5.254,5.154,8.954,3.58536,2.914985895,2015-07,-35.57744,3.035735,36.759963,-76.286854
3600,36.743645,-76.308955,5LIz_3ELtFqX_8szzW7iBw,5.757,7.057,6.157,9.857,4.56676,2.409491062,2019-04,-35.979586,2.5888,36.74343,-76.309053
3604,36.742036,-76.285952,hpmvPfCEAcqSA5fDdNnzbg,7.957,8.657,,8.857,6.84377,2.917703629,2015-07,-34.614961,4.020938,36.741861,-76.286093
3605,36.751951,-76.27953,dJjgnIsLfSgVhxdWfg2sXg,9.061,9.261,8.761,9.961,7.38478,2.912495613,2015-07,-34.969643,3.674984,36.751905,-76.279875
3607,36.713789,-76.270047,T_5f7N9PotSKdd7dv2t-Ng,9,9.7,0,11.1,5.63392,2.91656661,2015-8,-999,5.949023247,36.71366546,-76.26974027
3625,36.720334,-76.27514,GaDDZIJf4AvvC0ubdbjzQA,8,8.2,8.4,10.1,6.75434,2.918207407,2015-08,-32.727276,5.958458,36.720222,-76.274927
3633,36.7186,-76.266061,sDLm91T0OYxiHX2nvM1AUg,6.744,7.244,,10.644,5.1973,2.784167767,2018-04,-32.943985,5.769814,36.718607,-76.265786
3635,36.752653,-76.27908,uX9KNmdapj02QAUTOhz5IA,9.211,9.661,9.011,10.461,6.31621,2.916205168,2015-07,-34.701871,3.943309,36.752836,-76.279165
3636,36.780234,-76.332571,fTt-6CsuXmHVfGla-2_lOQ,7.618,7.718,7.618,8.748,7.38717,2.376766682,2019-04,-34.221339,4.234113,36.780024,-76.332601
3638,36.744903,-76.285878,qbC2ejV3D1fY3Xf4Cp35Cw,7.461,7.861,7.661,10.161,6.27127,2.916162252,2015-07,-34.736823,3.897954,36.744772,-76.285651
3646,36.741381,-76.288192,PYSPY-TAap_2LDqkue8IHg,8.457,8.657,0,8.957,6.97504,2.915492296,2015-7,-999,4.38579607,36.74147707,-76.28795405
3651,36.792315,-76.28038,vBi5AwCOUHS1Xyyuerb7Mw,6.031,7.131,5.831,8.731,4.69218,2.919445276,2015-07,-34.357312,4.228553,36.792486,-76.280285
3653,36.742215,-76.28801,5ufyu0RIIfa7SzjOCEeoEg,8.157,8.357,,8.957,6.95211,2.91563201,2015-07,-34.472324,4.15836,36.742233,-76.287763
3654,36.743254,-76.314245,R2xI1nAl9uwT3oS64tuodw,6.951,7.651,6.951,10.151,7.26258,2.40953517,2019-04,-34.682515,3.870242,36.743382,-76.31449
3656,36.752755,-76.277805,Kuw42FY0ZZwhqZGgS4XILw,8.361,9.061,8.261,9.741,6.83664,2.921516418,2015-7,-999,3.84564662,36.75263137,-76.27819017
3663,36.742981,-76.307641,HLIPPz-3ld1IH3ngD7ifQA,7.057,7.457,6.957,11.557,3.54013,2.425132751,2019-04,-35.954489,2.618208,36.7432,-76.307638
3666,36.74273,-76.306239,ebjlcSv91Bx3-fhnujROSg,7.4,7.4,7.4,11.9,4.49653,2.409064293,2019-04,-35.833406,2.743693,36.742957,-76.306154
3667,36.714255,-76.269253,TXsevEx-PrvuJ6aJIBY3lg,9.2,9.5,,11.4,6.69192,2.876440287,2015-08,-32.337926,6.369208,36.714058,-76.269343
3668,36.743104,-76.277418,rOCiYZgAyNK45GEGErmcIA,9.857,10.257,9.757,10.917,7.61351,2.915394783,2015-07,-33.454465,5.205707,36.743314,-76.277255
3673,36.713606,-76.270207,LG2NEMAnYg6_Z86MtyhD_Q,9.041,9.541,0,10.941,5.34107,2.922039747,2015-8,-999,6.017294884,36.7135494,-76.269889
3674,36.752875,-76.279577,gs1en4Egg2OeY4Db4s54vQ,7.961,8.461,8.361,9.671,6.69223,2.95425415,2015-07,-34.632511,4.011974,36.752716,-76.279473
3676,36.741789,-76.288039,lkl4N769lz0Ab3Wp85y29Q,8.057,8.357,,8.957,6.64938,2.912498236,2015-07,-34.544961,4.085898,36.741785,-76.28781
3687,36.72227,-76.269675,KK0xHG9LXiVxhJH9SweeGw,7.344,8.244,7.644,9.744,6.63608,2.922873974,2018-04,-32.537662,6.162026,36.722432,-76.269544
3688,36.739387,-76.313182,uvnj_Vwn0Z5CH0CspUiIFw,7.647,8.047,7.647,11.147,6.53677,2.409588099,2019-04,-34.474072,4.085105,36.739623,-76.313254
3690,36.743922,-76.310718,kjDUFlKxKc--JXP1LiHGog,7.654,7.954,7.654,10.954,5.81782,2.409683466,2019-04,-35.08615,3.477014,36.743705,-76.310788
3691,36.79169,-76.282522,TA4-teC9mh91Azw87xvFsg,5.928,6.828,,8.928,5.53407,2.309399128,2019-04,-34.566715,4.013584,36.791702,-76.282737
3696,36.732187,-76.254645,QmmVBp80ZQ2k32MLSWkR9w,7.547,9.247,,11.917,6.9601,2.892670393,2015-07,-33.512304,5.22322,36.732115,-76.254423
3703,36.75327,-76.278396,A7GH41YQ9nZBtL4Un2XkqA,8.561,9.461,8.661,12.301,6.75415,3.033815384,2015-07,-34.727532,3.920047,36.753097,-76.278268
3708,36.713892,-76.271125,lIvr1Rn3VOpUQHB8YCxJHQ,9.2,9.9,,10.8,8.66406,2.912593126,2015-08,-32.254607,6.446954,36.714077,-76.271233
